Id,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,cat_crop
296,West Bengal,MEDINIPUR WEST,2011,Kharif     ,Other Kharif pulses,56,23,Pulses
297,West Bengal,MEDINIPUR WEST,2011,Kharif     ,Sannhamp,230,920,Fertile Plant
298,West Bengal,MEDINIPUR WEST,2011,Kharif     ,Sunflower,430,740,Oilseeds
299,West Bengal,MEDINIPUR WEST,2011,Kharif     ,Urad,71,20,Pulses
300,West Bengal,MEDINIPUR WEST,2011,Rabi       ,Arhar/Tur,128,36,Pulses
301,West Bengal,MEDINIPUR WEST,2011,Rabi       ,Gram,1,1,Beans
302,West Bengal,MEDINIPUR WEST,2011,Rabi       ,Groundnut,1092,1835,Nuts
303,West Bengal,MEDINIPUR WEST,2011,Rabi       ,Khesari,98,124,Vegetables
304,West Bengal,MEDINIPUR WEST,2011,Rabi       ,Maize,435,957,Cereal
305,West Bengal,MEDINIPUR WEST,2011,Rabi       ,Masoor,318,326,Pulses
306,West Bengal,MEDINIPUR WEST,2011,Rabi       ,Moong(Green Gram),1133,736,Fruits
307,West Bengal,MEDINIPUR WEST,2011,Rabi       ,Other  Rabi pulses,135,57,Pulses
308,West Bengal,MEDINIPUR WEST,2011,Rabi       ,Potato,59960,1148623,Vegetables
309,West Bengal,MEDINIPUR WEST,2011,Rabi       ,Rapeseed &Mustard,15091,11737,Oilseeds
310,West Bengal,MEDINIPUR WEST,2011,Rabi       ,Safflower,272,231,Oilseeds
311,West Bengal,MEDINIPUR WEST,2011,Rabi       ,Urad,940,790,Pulses
312,West Bengal,MEDINIPUR WEST,2011,Rabi       ,Wheat,4741,9373,Cereal
313,West Bengal,MEDINIPUR WEST,2011,Summer     ,Groundnut,7663,10422,Nuts
314,West Bengal,MEDINIPUR WEST,2011,Summer     ,Maize,539,1600,Cereal
315,West Bengal,MEDINIPUR WEST,2011,Summer     ,Moong(Green Gram),880,706,Fruits
316,West Bengal,MEDINIPUR WEST,2011,Summer     ,Rice,137185,452691,Cereal
317,West Bengal,MEDINIPUR WEST,2011,Summer     ,Sesamum,60587,53459,Oilseeds
318,West Bengal,MEDINIPUR WEST,2011,Whole Year ,Sugarcane,3208,524279,Sugarcane
319,West Bengal,MEDINIPUR WEST,2011,Winter     ,Rice,482718,1245624,Cereal
320,West Bengal,MEDINIPUR WEST,2011,Winter     ,Sesamum,70,49,Oilseeds
321,West Bengal,MEDINIPUR WEST,2012,Autumn     ,Groundnut,474,427,Nuts
322,West Bengal,MEDINIPUR WEST,2012,Autumn     ,Rice,37034,85775,Cereal
323,West Bengal,MEDINIPUR WEST,2012,Autumn     ,Sesamum,170,124,Oilseeds
324,West Bengal,MEDINIPUR WEST,2012,Kharif     ,Castor seed,72,43,Oilseeds
325,West Bengal,MEDINIPUR WEST,2012,Kharif     ,Horse-gram,505,268,Beans
326,West Bengal,MEDINIPUR WEST,2012,Kharif     ,Jute,2703,42722,fibres
327,West Bengal,MEDINIPUR WEST,2012,Kharif     ,Mesta,366,4571,fibres
328,West Bengal,MEDINIPUR WEST,2012,Kharif     ,Moong(Green Gram),278,166,Fruits
329,West Bengal,MEDINIPUR WEST,2012,Kharif     ,Niger seed,75,37,Oilseeds
330,West Bengal,MEDINIPUR WEST,2012,Kharif     ,Other Kharif pulses,56,23,Pulses
331,West Bengal,MEDINIPUR WEST,2012,Kharif     ,Sannhamp,188,949,Fertile Plant
332,West Bengal,MEDINIPUR WEST,2012,Kharif     ,Sunflower,345,487,Oilseeds
333,West Bengal,MEDINIPUR WEST,2012,Kharif     ,Urad,73,21,Pulses
334,West Bengal,MEDINIPUR WEST,2012,Rabi       ,Arhar/Tur,142,163,Pulses
335,West Bengal,MEDINIPUR WEST,2012,Rabi       ,Groundnut,4630,8566,Nuts
336,West Bengal,MEDINIPUR WEST,2012,Rabi       ,Khesari,113,172,Vegetables
337,West Bengal,MEDINIPUR WEST,2012,Rabi       ,Linseed,11,3,Oilseeds
338,West Bengal,MEDINIPUR WEST,2012,Rabi       ,Maize,581,1336,Cereal
339,West Bengal,MEDINIPUR WEST,2012,Rabi       ,Masoor,608,755,Pulses
340,West Bengal,MEDINIPUR WEST,2012,Rabi       ,Moong(Green Gram),1090,959,Fruits
341,West Bengal,MEDINIPUR WEST,2012,Rabi       ,Other  Rabi pulses,50,21,Pulses
342,West Bengal,MEDINIPUR WEST,2012,Rabi       ,Potato,58607,1463580,Vegetables
343,West Bengal,MEDINIPUR WEST,2012,Rabi       ,Rapeseed &Mustard,15750,13512,Oilseeds
344,West Bengal,MEDINIPUR WEST,2012,Rabi       ,Safflower,279,218,Oilseeds
345,West Bengal,MEDINIPUR WEST,2012,Rabi       ,Urad,940,790,Pulses
346,West Bengal,MEDINIPUR WEST,2012,Rabi       ,Wheat,5877,11054,Cereal
347,West Bengal,MEDINIPUR WEST,2012,Summer     ,Groundnut,8974,18973,Nuts
348,West Bengal,MEDINIPUR WEST,2012,Summer     ,Maize,558,1660,Cereal
349,West Bengal,MEDINIPUR WEST,2012,Summer     ,Moong(Green Gram),523,404,Fruits
350,West Bengal,MEDINIPUR WEST,2012,Summer     ,Rice,167853,478464,Cereal
351,West Bengal,MEDINIPUR WEST,2012,Summer     ,Sesamum,63039,53266,Oilseeds
352,West Bengal,MEDINIPUR WEST,2012,Whole Year ,Sugarcane,3155,503642,Sugarcane
353,West Bengal,MEDINIPUR WEST,2012,Winter     ,Rice,486172,1315911,Cereal
354,West Bengal,MEDINIPUR WEST,2012,Winter     ,Sesamum,122,90,Oilseeds
355,West Bengal,MEDINIPUR WEST,2013,Autumn     ,Groundnut,400,340,Nuts
356,West Bengal,MEDINIPUR WEST,2013,Autumn     ,Rice,37862,87307,Cereal
357,West Bengal,MEDINIPUR WEST,2013,Autumn     ,Sesamum,105,76,Oilseeds
358,West Bengal,MEDINIPUR WEST,2013,Kharif     ,Castor seed,76,45,Oilseeds
359,West Bengal,MEDINIPUR WEST,2013,Kharif     ,Horse-gram,617,323,Beans
360,West Bengal,MEDINIPUR WEST,2013,Kharif     ,Jute,4144,64657,fibres
361,West Bengal,MEDINIPUR WEST,2013,Kharif     ,Moong(Green Gram),60,27,Fruits
362,West Bengal,MEDINIPUR WEST,2013,Kharif     ,Niger seed,72,32,Oilseeds
363,West Bengal,MEDINIPUR WEST,2013,Kharif     ,Other Kharif pulses,540,421,Pulses
364,West Bengal,MEDINIPUR WEST,2013,Kharif     ,Sannhamp,199,971,Fertile Plant
365,West Bengal,MEDINIPUR WEST,2013,Kharif     ,Sunflower,341,473,Oilseeds
366,West Bengal,MEDINIPUR WEST,2013,Kharif     ,Urad,9,2,Pulses
367,West Bengal,MEDINIPUR WEST,2013,Rabi       ,Arhar/Tur,164,257,Pulses
368,West Bengal,MEDINIPUR WEST,2013,Rabi       ,Gram,1,1,Beans
369,West Bengal,MEDINIPUR WEST,2013,Rabi       ,Groundnut,4050,7164,Nuts
370,West Bengal,MEDINIPUR WEST,2013,Rabi       ,Khesari,130,200,Vegetables
371,West Bengal,MEDINIPUR WEST,2013,Rabi       ,Linseed,14,4,Oilseeds
372,West Bengal,MEDINIPUR WEST,2013,Rabi       ,Maize,457,1097,Cereal
373,West Bengal,MEDINIPUR WEST,2013,Rabi       ,Masoor,955,1292,Pulses
374,West Bengal,MEDINIPUR WEST,2013,Rabi       ,Moong(Green Gram),1129,999,Fruits
375,West Bengal,MEDINIPUR WEST,2013,Rabi       ,Other  Rabi pulses,85,35,Pulses
376,West Bengal,MEDINIPUR WEST,2013,Rabi       ,Potato,61301,1224122,Vegetables
377,West Bengal,MEDINIPUR WEST,2013,Rabi       ,Rapeseed &Mustard,15801,15809,Oilseeds
378,West Bengal,MEDINIPUR WEST,2013,Rabi       ,Safflower,279,206,Oilseeds
379,West Bengal,MEDINIPUR WEST,2013,Rabi       ,Urad,455,378,Pulses
380,West Bengal,MEDINIPUR WEST,2013,Rabi       ,Wheat,4607,10865,Cereal
381,West Bengal,MEDINIPUR WEST,2013,Summer     ,Groundnut,9063,21583,Nuts
382,West Bengal,MEDINIPUR WEST,2013,Summer     ,Maize,1414,5373,Cereal
383,West Bengal,MEDINIPUR WEST,2013,Summer     ,Moong(Green Gram),664,567,Fruits
384,West Bengal,MEDINIPUR WEST,2013,Summer     ,Rice,176270,601882,Cereal
385,West Bengal,MEDINIPUR WEST,2013,Summer     ,Sesamum,73284,58334,Oilseeds
386,West Bengal,MEDINIPUR WEST,2013,Whole Year ,Sugarcane,3210,708183,Sugarcane
387,West Bengal,MEDINIPUR WEST,2013,Winter     ,Rice,502667,1053375,Cereal
388,West Bengal,MEDINIPUR WEST,2013,Winter     ,Sesamum,166,98,Oilseeds
389,West Bengal,MEDINIPUR WEST,2014,Autumn     ,Groundnut,395,349,Nuts
390,West Bengal,MEDINIPUR WEST,2014,Autumn     ,Maize,19,38,Cereal
391,West Bengal,MEDINIPUR WEST,2014,Autumn     ,Rice,33141,80300,Cereal
392,West Bengal,MEDINIPUR WEST,2014,Autumn     ,Sesamum,124,90,Oilseeds
393,West Bengal,MEDINIPUR WEST,2014,Kharif     ,Castor seed,81,48,Oilseeds
394,West Bengal,MEDINIPUR WEST,2014,Kharif     ,Jute,3313,54042,fibres
395,West Bengal,MEDINIPUR WEST,2014,Kharif     ,Moong(Green Gram),90,56,Fruits
396,West Bengal,MEDINIPUR WEST,2014,Kharif     ,Niger seed,71,34,Oilseeds
397,West Bengal,MEDINIPUR WEST,2014,Kharif     ,Other Kharif pulses,545,429,Pulses
398,West Bengal,MEDINIPUR WEST,2014,Kharif     ,Sannhamp,206,948,Fertile Plant
399,West Bengal,MEDINIPUR WEST,2014,Kharif     ,Sunflower,372,567,Oilseeds
400,West Bengal,MEDINIPUR WEST,2014,Kharif     ,Urad,65,18,Pulses
401,West Bengal,MEDINIPUR WEST,2014,Rabi       ,Arhar/Tur,164,265,Pulses
402,West Bengal,MEDINIPUR WEST,2014,Rabi       ,Gram,6,8,Beans
403,West Bengal,MEDINIPUR WEST,2014,Rabi       ,Groundnut,5281,9273,Nuts
404,West Bengal,MEDINIPUR WEST,2014,Rabi       ,Horse-gram,512,270,Beans
405,West Bengal,MEDINIPUR WEST,2014,Rabi       ,Khesari,58,114,Vegetables
406,West Bengal,MEDINIPUR WEST,2014,Rabi       ,Linseed,24,6,Oilseeds
407,West Bengal,MEDINIPUR WEST,2014,Rabi       ,Maize,457,1097,Cereal
408,West Bengal,MEDINIPUR WEST,2014,Rabi       ,Masoor,787,1429,Pulses
409,West Bengal,MEDINIPUR WEST,2014,Rabi       ,Moong(Green Gram),1117,898,Fruits
410,West Bengal,MEDINIPUR WEST,2014,Rabi       ,Other  Rabi pulses,135,57,Pulses
411,West Bengal,MEDINIPUR WEST,2014,Rabi       ,Peas & beans (Pulses),10,10,Pulses
412,West Bengal,MEDINIPUR WEST,2014,Rabi       ,Potato,63519,2413485,Vegetables
413,West Bengal,MEDINIPUR WEST,2014,Rabi       ,Rapeseed &Mustard,14667,10748,Oilseeds
414,West Bengal,MEDINIPUR WEST,2014,Rabi       ,Safflower,280,220,Oilseeds
415,West Bengal,MEDINIPUR WEST,2014,Rabi       ,Urad,778,653,Pulses
416,West Bengal,MEDINIPUR WEST,2014,Rabi       ,Wheat,5769,12259,Cereal
417,West Bengal,MEDINIPUR WEST,2014,Summer     ,Groundnut,8019,13680,Nuts
418,West Bengal,MEDINIPUR WEST,2014,Summer     ,Maize,1037,2344,Cereal
419,West Bengal,MEDINIPUR WEST,2014,Summer     ,Moong(Green Gram),995,650,Fruits
420,West Bengal,MEDINIPUR WEST,2014,Summer     ,Rice,195960,580442,Cereal
421,West Bengal,MEDINIPUR WEST,2014,Summer     ,Sesamum,74080,58514,Oilseeds
422,West Bengal,MEDINIPUR WEST,2014,Whole Year ,Sugarcane,4390,789614,Sugarcane
423,West Bengal,MEDINIPUR WEST,2014,Winter     ,Rice,496134,1348329,Cereal
424,West Bengal,MEDINIPUR WEST,2014,Winter     ,Sesamum,119,79,Oilseeds
425,West Bengal,MURSHIDABAD,1997,Autumn     ,Rice,43480,65000,Cereal
426,West Bengal,MURSHIDABAD,1997,Kharif     ,Bajra,15,3,Cereal
427,West Bengal,MURSHIDABAD,1997,Kharif     ,Jute,135401,1791640,fibres
428,West Bengal,MURSHIDABAD,1997,Kharif     ,Moong(Green Gram),413,100,Fruits
429,West Bengal,MURSHIDABAD,1997,Kharif     ,Other Kharif pulses,750,450,Pulses
430,West Bengal,MURSHIDABAD,1997,Kharif     ,Urad,9961,6160,Pulses
431,West Bengal,MURSHIDABAD,1997,Rabi       ,Gram,6889,6840,Beans
432,West Bengal,MURSHIDABAD,1997,Rabi       ,Khesari,7549,8050,Vegetables
433,West Bengal,MURSHIDABAD,1997,Rabi       ,Masoor,14560,12090,Pulses
434,West Bengal,MURSHIDABAD,1997,Rabi       ,Moong(Green Gram),175,109,Fruits
435,West Bengal,MURSHIDABAD,1997,Rabi       ,Oilseeds total,5544000,4485800,Oilseeds total
436,West Bengal,MURSHIDABAD,1997,Rabi       ,Urad,410,413,Pulses
437,West Bengal,MURSHIDABAD,1997,Rabi       ,Wheat,122714,281760,Cereal
438,West Bengal,MURSHIDABAD,1997,Summer     ,Moong(Green Gram),280,7,Fruits
439,West Bengal,MURSHIDABAD,1997,Summer     ,Rice,81817,291510,Cereal
440,West Bengal,MURSHIDABAD,1997,Whole Year ,Arecanut,56,38,Nuts
441,West Bengal,MURSHIDABAD,1997,Whole Year ,Arhar/Tur,332,320,Pulses
442,West Bengal,MURSHIDABAD,1997,Whole Year ,Barley,1860,1980,Cereal
443,West Bengal,MURSHIDABAD,1997,Whole Year ,Coconut ,4129,28386,Fruits
444,West Bengal,MURSHIDABAD,1997,Whole Year ,Dry chillies,3285,4994,Species
445,West Bengal,MURSHIDABAD,1997,Whole Year ,Groundnut,70,86,Nuts
446,West Bengal,MURSHIDABAD,1997,Whole Year ,Jowar,585,263,Cereal
447,West Bengal,MURSHIDABAD,1997,Whole Year ,Linseed,1669,500,Oilseeds
448,West Bengal,MURSHIDABAD,1997,Whole Year ,Maize,343,650,Cereal
449,West Bengal,MURSHIDABAD,1997,Whole Year ,Potato,6964,141500,Vegetables
450,West Bengal,MURSHIDABAD,1997,Whole Year ,Pulses total,4307200,3632200,Pulses total
451,West Bengal,MURSHIDABAD,1997,Whole Year ,Rapeseed &Mustard,49527,41810,Oilseeds
452,West Bengal,MURSHIDABAD,1997,Whole Year ,Sesamum,4174,2462,Oilseeds
453,West Bengal,MURSHIDABAD,1997,Whole Year ,Small millets,40,17,Cereal
454,West Bengal,MURSHIDABAD,1997,Whole Year ,Sugarcane,7554,491270,Sugarcane
455,West Bengal,MURSHIDABAD,1997,Whole Year ,Turmeric,1865,6460,Species
456,West Bengal,MURSHIDABAD,1997,Winter     ,Rice,219994,540270,Cereal
457,West Bengal,MURSHIDABAD,1998,Autumn     ,Rice,53196,91810,Cereal
458,West Bengal,MURSHIDABAD,1998,Kharif     ,Arhar/Tur,234,190,Pulses
459,West Bengal,MURSHIDABAD,1998,Kharif     ,Bajra,15,3,Cereal
460,West Bengal,MURSHIDABAD,1998,Kharif     ,Dry ginger,174,159,Species
461,West Bengal,MURSHIDABAD,1998,Kharif     ,Jowar,585,263,Cereal
462,West Bengal,MURSHIDABAD,1998,Kharif     ,Jute,140407,1982810,fibres
463,West Bengal,MURSHIDABAD,1998,Kharif     ,Maize,186,590,Cereal
464,West Bengal,MURSHIDABAD,1998,Kharif     ,Mesta,347,3330,fibres
465,West Bengal,MURSHIDABAD,1998,Kharif     ,Moong(Green Gram),23,3,Fruits
466,West Bengal,MURSHIDABAD,1998,Kharif     ,Urad,7956,8110,Pulses
467,West Bengal,MURSHIDABAD,1998,Rabi       ,Barley,1661,2340,Cereal
468,West Bengal,MURSHIDABAD,1998,Rabi       ,Gram,7118,4380,Beans
469,West Bengal,MURSHIDABAD,1998,Rabi       ,Khesari,7102,8790,Vegetables
470,West Bengal,MURSHIDABAD,1998,Rabi       ,Linseed,1440,240,Oilseeds
471,West Bengal,MURSHIDABAD,1998,Rabi       ,Masoor,16157,12690,Pulses
472,West Bengal,MURSHIDABAD,1998,Rabi       ,Moong(Green Gram),107,80,Fruits
473,West Bengal,MURSHIDABAD,1998,Rabi       ,Peas & beans (Pulses),1626,1190,Pulses
474,West Bengal,MURSHIDABAD,1998,Rabi       ,Rapeseed &Mustard,53586,44490,Oilseeds
475,West Bengal,MURSHIDABAD,1998,Rabi       ,Urad,390,404,Pulses
476,West Bengal,MURSHIDABAD,1998,Rabi       ,Wheat,122450,279700,Cereal
477,West Bengal,MURSHIDABAD,1998,Summer     ,Moong(Green Gram),264,80,Fruits
478,West Bengal,MURSHIDABAD,1998,Summer     ,Rice,91131,367926,Cereal
479,West Bengal,MURSHIDABAD,1998,Whole Year ,Arecanut,56,84,Nuts
480,West Bengal,MURSHIDABAD,1998,Whole Year ,Coconut ,4230,24369,Fruits
481,West Bengal,MURSHIDABAD,1998,Whole Year ,Dry chillies,3756,5025,Species
482,West Bengal,MURSHIDABAD,1998,Whole Year ,Groundnut,632,1106,Nuts
483,West Bengal,MURSHIDABAD,1998,Whole Year ,Potato,8590,169781,Vegetables
484,West Bengal,MURSHIDABAD,1998,Whole Year ,Sesamum,4019,4379,Oilseeds
485,West Bengal,MURSHIDABAD,1998,Whole Year ,Sugarcane,7900,517360,Sugarcane
486,West Bengal,MURSHIDABAD,1998,Whole Year ,Turmeric,1920,4445,Species
487,West Bengal,MURSHIDABAD,1998,Winter     ,Rice,218651,534310,Cereal
488,West Bengal,MURSHIDABAD,1999,Autumn     ,Dry chillies,2209,2344,Species
489,West Bengal,MURSHIDABAD,1999,Autumn     ,Rice,51465,83430,Cereal
490,West Bengal,MURSHIDABAD,1999,Autumn     ,Sesamum,233,138,Oilseeds
491,West Bengal,MURSHIDABAD,1999,Kharif     ,Arhar/Tur,606,735,Pulses
492,West Bengal,MURSHIDABAD,1999,Kharif     ,Bajra,15,3,Cereal
493,West Bengal,MURSHIDABAD,1999,Kharif     ,Dry ginger,236,253,Species
494,West Bengal,MURSHIDABAD,1999,Kharif     ,Groundnut,48,55,Nuts
495,West Bengal,MURSHIDABAD,1999,Kharif     ,Jowar,585,263,Cereal
496,West Bengal,MURSHIDABAD,1999,Kharif     ,Jute,141641,1943340,fibres
497,West Bengal,MURSHIDABAD,1999,Kharif     ,Maize,469,980,Cereal
498,West Bengal,MURSHIDABAD,1999,Kharif     ,Mesta,351,3960,fibres
499,West Bengal,MURSHIDABAD,1999,Kharif     ,Moong(Green Gram),23,3,Fruits
500,West Bengal,MURSHIDABAD,1999,Kharif     ,Urad,9071,11652,Pulses
501,West Bengal,MURSHIDABAD,1999,Rabi       ,Barley,1575,1363,Cereal
502,West Bengal,MURSHIDABAD,1999,Rabi       ,Dry chillies,2242,3605,Species
503,West Bengal,MURSHIDABAD,1999,Rabi       ,Gram,6697,6810,Beans
504,West Bengal,MURSHIDABAD,1999,Rabi       ,Groundnut,55,134,Nuts
505,West Bengal,MURSHIDABAD,1999,Rabi       ,Khesari,7287,6232,Vegetables
506,West Bengal,MURSHIDABAD,1999,Rabi       ,Linseed,1048,562,Oilseeds
507,West Bengal,MURSHIDABAD,1999,Rabi       ,Masoor,16765,9553,Pulses
508,West Bengal,MURSHIDABAD,1999,Rabi       ,Moong(Green Gram),107,80,Fruits
509,West Bengal,MURSHIDABAD,1999,Rabi       ,Peas & beans (Pulses),1513,1202,Pulses
510,West Bengal,MURSHIDABAD,1999,Rabi       ,Rapeseed &Mustard,56124,47653,Oilseeds
511,West Bengal,MURSHIDABAD,1999,Rabi       ,Small millets,40,17,Cereal
512,West Bengal,MURSHIDABAD,1999,Rabi       ,Urad,390,404,Pulses
513,West Bengal,MURSHIDABAD,1999,Rabi       ,Wheat,124477,293610,Cereal
514,West Bengal,MURSHIDABAD,1999,Summer     ,Groundnut,157,289,Nuts
515,West Bengal,MURSHIDABAD,1999,Summer     ,Moong(Green Gram),198,60,Fruits
516,West Bengal,MURSHIDABAD,1999,Summer     ,Rice,100155,337320,Cereal
517,West Bengal,MURSHIDABAD,1999,Summer     ,Sesamum,3935,2740,Oilseeds
518,West Bengal,MURSHIDABAD,1999,Whole Year ,Arecanut,25,37,Nuts
519,West Bengal,MURSHIDABAD,1999,Whole Year ,Coconut ,3963,35758.1,Fruits
520,West Bengal,MURSHIDABAD,1999,Whole Year ,Sugarcane,6806,391898,Sugarcane
521,West Bengal,MURSHIDABAD,1999,Whole Year ,Turmeric,1640,2672,Species
522,West Bengal,MURSHIDABAD,1999,Winter     ,Potato,8674,178339,Vegetables
523,West Bengal,MURSHIDABAD,1999,Winter     ,Rice,236455,450580,Cereal
524,West Bengal,MURSHIDABAD,1999,Winter     ,Sesamum,38,19,Oilseeds
525,West Bengal,MURSHIDABAD,2000,Autumn     ,Rice,48681,58760,Cereal
526,West Bengal,MURSHIDABAD,2000,Kharif     ,Arhar/Tur,1266,840,Pulses
527,West Bengal,MURSHIDABAD,2000,Kharif     ,Dry ginger,255,336,Species
528,West Bengal,MURSHIDABAD,2000,Kharif     ,Groundnut,30,36,Nuts
529,West Bengal,MURSHIDABAD,2000,Kharif     ,Jowar,630,300,Cereal
530,West Bengal,MURSHIDABAD,2000,Kharif     ,Jute,140979,1901450,fibres
531,West Bengal,MURSHIDABAD,2000,Kharif     ,Maize,431,1040,Cereal
532,West Bengal,MURSHIDABAD,2000,Kharif     ,Mesta,1080,7750,fibres
533,West Bengal,MURSHIDABAD,2000,Kharif     ,Moong(Green Gram),10,2,Fruits
534,West Bengal,MURSHIDABAD,2000,Kharif     ,Urad,8226,7350,Pulses
535,West Bengal,MURSHIDABAD,2000,Rabi       ,Barley,986,480,Cereal
536,West Bengal,MURSHIDABAD,2000,Rabi       ,Gram,10455,10610,Beans
537,West Bengal,MURSHIDABAD,2000,Rabi       ,Groundnut,40,72,Nuts
538,West Bengal,MURSHIDABAD,2000,Rabi       ,Khesari,8966,9160,Vegetables
539,West Bengal,MURSHIDABAD,2000,Rabi       ,Linseed,1081,450,Oilseeds
540,West Bengal,MURSHIDABAD,2000,Rabi       ,Masoor,28296,26620,Pulses
541,West Bengal,MURSHIDABAD,2000,Rabi       ,Moong(Green Gram),5,4,Fruits
542,West Bengal,MURSHIDABAD,2000,Rabi       ,Peas & beans (Pulses),1735,1570,Pulses
543,West Bengal,MURSHIDABAD,2000,Rabi       ,Rapeseed &Mustard,64987,67030,Oilseeds
544,West Bengal,MURSHIDABAD,2000,Rabi       ,Urad,135,113,Pulses
545,West Bengal,MURSHIDABAD,2000,Rabi       ,Wheat,135506,373460,Cereal
546,West Bengal,MURSHIDABAD,2000,Summer     ,Groundnut,306,438,Nuts
547,West Bengal,MURSHIDABAD,2000,Summer     ,Moong(Green Gram),187,96,Fruits
548,West Bengal,MURSHIDABAD,2000,Summer     ,Rice,108478,382487,Cereal
549,West Bengal,MURSHIDABAD,2000,Whole Year ,Arecanut,50,100,Nuts
550,West Bengal,MURSHIDABAD,2000,Whole Year ,Coconut ,4008,35587,Fruits
551,West Bengal,MURSHIDABAD,2000,Whole Year ,Dry chillies,4290,5718,Species
552,West Bengal,MURSHIDABAD,2000,Whole Year ,Potato,8869,213689,Vegetables
553,West Bengal,MURSHIDABAD,2000,Whole Year ,Sesamum,4675,4066,Oilseeds
554,West Bengal,MURSHIDABAD,2000,Whole Year ,Sugarcane,6451,420610,Sugarcane
555,West Bengal,MURSHIDABAD,2000,Whole Year ,Turmeric,2145,5109,Species
556,West Bengal,MURSHIDABAD,2000,Winter     ,Rice,66958,106930,Cereal
557,West Bengal,MURSHIDABAD,2001,Autumn     ,Rice,48521,97682,Cereal
558,West Bengal,MURSHIDABAD,2001,Kharif     ,Arhar/Tur,1115,1634,Pulses
559,West Bengal,MURSHIDABAD,2001,Kharif     ,Dry ginger,268,362,Species
560,West Bengal,MURSHIDABAD,2001,Kharif     ,Groundnut,103,147,Nuts
561,West Bengal,MURSHIDABAD,2001,Kharif     ,Jowar,700,336,Cereal
562,West Bengal,MURSHIDABAD,2001,Kharif     ,Jute,142951,2009997,fibres
563,West Bengal,MURSHIDABAD,2001,Kharif     ,Maize,51,118,Cereal
564,West Bengal,MURSHIDABAD,2001,Kharif     ,Mesta,148,1561,fibres
565,West Bengal,MURSHIDABAD,2001,Kharif     ,Moong(Green Gram),5,2,Fruits
566,West Bengal,MURSHIDABAD,2001,Kharif     ,Small millets,45,44,Cereal
567,West Bengal,MURSHIDABAD,2001,Kharif     ,Urad,2161,969,Pulses
568,West Bengal,MURSHIDABAD,2001,Rabi       ,Barley,656,769,Cereal
569,West Bengal,MURSHIDABAD,2001,Rabi       ,Gram,9904,7712,Beans
570,West Bengal,MURSHIDABAD,2001,Rabi       ,Groundnut,70,105,Nuts
571,West Bengal,MURSHIDABAD,2001,Rabi       ,Khesari,8332,6888,Vegetables
572,West Bengal,MURSHIDABAD,2001,Rabi       ,Linseed,984,296,Oilseeds
573,West Bengal,MURSHIDABAD,2001,Rabi       ,Masoor,27661,16049,Pulses
574,West Bengal,MURSHIDABAD,2001,Rabi       ,Moong(Green Gram),15,9,Fruits
575,West Bengal,MURSHIDABAD,2001,Rabi       ,Peas & beans (Pulses),1872,1135,Pulses
576,West Bengal,MURSHIDABAD,2001,Rabi       ,Rapeseed &Mustard,63005,54329,Oilseeds
577,West Bengal,MURSHIDABAD,2001,Rabi       ,Urad,285,291,Pulses
578,West Bengal,MURSHIDABAD,2001,Rabi       ,Wheat,137732,318502,Cereal
579,West Bengal,MURSHIDABAD,2001,Summer     ,Groundnut,574,653,Nuts
580,West Bengal,MURSHIDABAD,2001,Summer     ,Moong(Green Gram),121,47,Fruits
581,West Bengal,MURSHIDABAD,2001,Summer     ,Rice,112413,383715,Cereal
582,West Bengal,MURSHIDABAD,2001,Whole Year ,Arecanut,53,106,Nuts
583,West Bengal,MURSHIDABAD,2001,Whole Year ,Coconut ,4110,30631.8,Fruits
584,West Bengal,MURSHIDABAD,2001,Whole Year ,Dry chillies,3976,5780,Species
585,West Bengal,MURSHIDABAD,2001,Whole Year ,Potato,7614,174357,Vegetables
586,West Bengal,MURSHIDABAD,2001,Whole Year ,Sesamum,4122,3097,Oilseeds
587,West Bengal,MURSHIDABAD,2001,Whole Year ,Sugarcane,6360,481885,Sugarcane
588,West Bengal,MURSHIDABAD,2001,Whole Year ,Turmeric,1460,4938,Species
589,West Bengal,MURSHIDABAD,2001,Winter     ,Rice,234126,603952,Cereal
590,West Bengal,MURSHIDABAD,2002,Autumn     ,Dry chillies,2709,3633,Species
591,West Bengal,MURSHIDABAD,2002,Autumn     ,Rice,53336,104418,Cereal
592,West Bengal,MURSHIDABAD,2002,Autumn     ,Sesamum,60,41,Oilseeds
593,West Bengal,MURSHIDABAD,2002,Kharif     ,Arhar/Tur,1354,1436,Pulses
594,West Bengal,MURSHIDABAD,2002,Kharif     ,Dry ginger,258,373,Species
595,West Bengal,MURSHIDABAD,2002,Kharif     ,Groundnut,100,145,Nuts
596,West Bengal,MURSHIDABAD,2002,Kharif     ,Jowar,1140,553,Cereal
597,West Bengal,MURSHIDABAD,2002,Kharif     ,Jute,143852,1997089,fibres
598,West Bengal,MURSHIDABAD,2002,Kharif     ,Maize,105,211,Cereal
599,West Bengal,MURSHIDABAD,2002,Kharif     ,Mesta,105,903,fibres
600,West Bengal,MURSHIDABAD,2002,Kharif     ,Small millets,46,30,Cereal
601,West Bengal,MURSHIDABAD,2002,Kharif     ,Urad,2418,1425,Pulses
602,West Bengal,MURSHIDABAD,2002,Rabi       ,Barley,708,629,Cereal
603,West Bengal,MURSHIDABAD,2002,Rabi       ,Dry chillies,1885,2795,Species
604,West Bengal,MURSHIDABAD,2002,Rabi       ,Gram,10024,5528,Beans
